2019/08/14 18:46:00 [error] 6#0: *29 open() "/usr/local/nginx/html/ldskflks" failed (2: No such file or directory), client: 159.69.89.56, server: localhost, request: "GET //ldskflks HTTP/1.1", host: "47.110.58.173:8082"
2019/08/14 18:46:00 [error] 6#0: *30 open() "/usr/local/nginx/html/login" failed (2: No such file or directory), client: 159.69.89.56, server: localhost, request: "GET //login HTTP/1.1", host: "47.110.58.173:8082"
2019/08/18 13:52:44 [error] 6#0: *23 open() "/usr/local/nginx/html/manager/html" failed (2: No such file or directory), client: 107.148.200.107, server: localhost, request: "GET /manager/html HTTP/1.1", host: "47.110.58.173:8082"
2019/08/19 06:20:19 [error] 6#0: *36 open() "/usr/local/nginx/html/_async/AsyncResponseService" failed (2: No such file or directory), client: 110.167.91.209, server: localhost, request: "GET /_async/AsyncResponseService HTTP/1.1", host: "47.110.58.173:8082"
2019/08/19 08:07:16 [error] 6#0: *38 open() "/usr/local/nginx/html/public/index.php" failed (2: No such file or directory), client: 220.250.63.68, server: localhost, request: "GET /public/index.php?s=index/think\app/invokefunction&function=call_user_func_array&vars[0]=system&vars[1][]=netstat  -an HTTP/1.1", host: "47.110.58.173:8082"
2019/08/27 14:29:57 [error] 6#0: *97 open() "/usr/local/nginx/html/favicon.ico" failed (2: No such file or directory), client: 219.152.28.102, server: localhost, request: "GET /favicon.ico HTTP/1.1", host: "47.110.58.173:8082", referrer: "http://47.110.58.173:8082/"
2019/08/27 14:30:00 [error] 6#0: *97 open() "/usr/local/nginx/html/favicon.ico" failed (2: No such file or directory), client: 219.152.28.102, server: localhost, request: "GET /favicon.ico HTTP/1.1", host: "47.110.58.173:8082", referrer: "http://47.110.58.173:8082/"
2019/08/28 20:43:12 [error] 6#0: *2 open() "/usr/local/nginx/html/robots.txt" failed (2: No such file or directory), client: 216.245.217.2, server: localhost, request: "HEAD /robots.txt HTTP/1.0"
2019/08/29 03:35:56 [error] 6#0: *6 open() "/usr/local/nginx/html/wls-wsat/CoordinatorPortType" failed (2: No such file or directory), client: 182.150.27.152, server: localhost, request: "GET /wls-wsat/CoordinatorPortType HTTP/1.1", host: "47.110.58.173:8082"
2019/08/29 08:06:51 [error] 6#0: *7 open() "/usr/local/nginx/html/wls-wsat/CoordinatorPortType" failed (2: No such file or directory), client: 118.116.121.115, server: localhost, request: "GET /wls-wsat/CoordinatorPortType HTTP/1.1", host: "47.110.58.173:8082"
2019/08/31 17:09:10 [error] 6#0: *1 open() "/usr/local/nginx/html/favicon.ico" failed (2: No such file or directory), client: 113.251.19.60, server: localhost, request: "GET /favicon.ico HTTP/1.1", host: "47.110.58.173:8082", referrer: "http://47.110.58.173:8082/"
2019/08/31 17:22:54 [error] 6#0: *1 connect() failed (111: Connection refused) while connecting to upstream, client: 113.251.19.60, server: localhost, request: "GET /index.php HTTP/1.1", upstream: "fastcgi://127.0.0.1:9009", host: "47.110.58.173:8082"
2019/08/31 17:22:54 [error] 6#0: *1 open() "/usr/share/nginx/html/50x.html" failed (2: No such file or directory), client: 113.251.19.60, server: localhost, request: "GET /index.php HTTP/1.1", upstream: "fastcgi://127.0.0.1:9009", host: "47.110.58.173:8082"
2019/08/31 17:22:59 [error] 6#0: *1 connect() failed (111: Connection refused) while connecting to upstream, client: 113.251.19.60, server: localhost, request: "GET /index.php HTTP/1.1", upstream: "fastcgi://127.0.0.1:9009", host: "47.110.58.173:8082"
2019/08/31 17:22:59 [error] 6#0: *1 open() "/usr/share/nginx/html/50x.html" failed (2: No such file or directory), client: 113.251.19.60, server: localhost, request: "GET /index.php HTTP/1.1", upstream: "fastcgi://127.0.0.1:9009", host: "47.110.58.173:8082"
2019/08/31 17:23:00 [error] 6#0: *1 connect() failed (111: Connection refused) while connecting to upstream, client: 113.251.19.60, server: localhost, request: "GET /index.php HTTP/1.1", upstream: "fastcgi://127.0.0.1:9009", host: "47.110.58.173:8082"
2019/08/31 17:23:00 [error] 6#0: *1 open() "/usr/share/nginx/html/50x.html" failed (2: No such file or directory), client: 113.251.19.60, server: localhost, request: "GET /index.php HTTP/1.1", upstream: "fastcgi://127.0.0.1:9009", host: "47.110.58.173:8082"
2019/08/31 17:32:28 [error] 6#0: *7 connect() failed (111: Connection refused) while connecting to upstream, client: 113.251.19.60, server: localhost, request: "GET /index.php HTTP/1.1", upstream: "fastcgi://127.0.0.1:9009", host: "47.110.58.173:8082"
2019/08/31 17:32:28 [error] 6#0: *7 open() "/usr/share/nginx/html/50x.html" failed (2: No such file or directory), client: 113.251.19.60, server: localhost, request: "GET /index.php HTTP/1.1", upstream: "fastcgi://127.0.0.1:9009", host: "47.110.58.173:8082"
2019/08/31 17:34:20 [error] 6#0: *10 connect() failed (111: Connection refused) while connecting to upstream, client: 113.251.19.60, server: localhost, request: "GET /index.php HTTP/1.1", upstream: "fastcgi://127.0.0.1:9009", host: "47.110.58.173:8082"
2019/08/31 17:34:20 [error] 6#0: *10 open() "/usr/share/nginx/html/50x.html" failed (2: No such file or directory), client: 113.251.19.60, server: localhost, request: "GET /index.php HTTP/1.1", upstream: "fastcgi://127.0.0.1:9009", host: "47.110.58.173:8082"
2019/08/31 17:35:05 [error] 6#0: *10 connect() failed (111: Connection refused) while connecting to upstream, client: 113.251.19.60, server: localhost, request: "GET /index.php HTTP/1.1", upstream: "fastcgi://127.0.0.1:9009", host: "47.110.58.173:8082"
2019/08/31 17:35:05 [error] 6#0: *10 open() "/usr/share/nginx/html/50x.html" failed (2: No such file or directory), client: 113.251.19.60, server: localhost, request: "GET /index.php HTTP/1.1", upstream: "fastcgi://127.0.0.1:9009", host: "47.110.58.173:8082"
2019/08/31 17:35:05 [error] 6#0: *10 connect() failed (111: Connection refused) while connecting to upstream, client: 113.251.19.60, server: localhost, request: "GET /index.php HTTP/1.1", upstream: "fastcgi://127.0.0.1:9009", host: "47.110.58.173:8082"
2019/08/31 17:35:05 [error] 6#0: *10 open() "/usr/share/nginx/html/50x.html" failed (2: No such file or directory), client: 113.251.19.60, server: localhost, request: "GET /index.php HTTP/1.1", upstream: "fastcgi://127.0.0.1:9009", host: "47.110.58.173:8082"
2019/08/31 17:35:06 [error] 6#0: *10 connect() failed (111: Connection refused) while connecting to upstream, client: 113.251.19.60, server: localhost, request: "GET /index.php HTTP/1.1", upstream: "fastcgi://127.0.0.1:9009", host: "47.110.58.173:8082"
